"","IMPL_SUCC","CULT_INTG","BUDG_COMP","ORG_IMP","EMPL_SKI","DEPLOY","ACT_INTG","BUSI_IMP","TASK_COMP","STAKEH_ACC","EMPL_SAT","EMPL_BEL","DEC_IMP","LD_SUP","ORG_CUL","EMP_ATT","RES_AVL","LD_INV","PRJ_SEL","DEF_MEA","RES_CHG","LD_STL","ORG_CHR","DAT_QLT","EMP_ENG","TOOL_AP","CONTX_CUS","EFT_REQ","SCOPE","INSTIT","TRA_EDUC","WKF_SKL","EXP_CON","EXT_CON","UND_CNG","COM_KNW","PAT_RES","GOAL_CL","CUS_IDEF","GOAL_AL","SYS_COM","TEAM_ST"
"EMPL_SAT",0.724490640191345,0.676610556266461,0.501787159754021,0.744078493299978,0.657267158050969,0.374099780403743,0.571187841200075,0.682696346803772,0.566398343359818,0.746358382183895,1,0.704153656984992,0.672651192611493,0.660194015886273,0.673930471270634,0.686253115113261,0.373013847312827,0.58491338350899,0.570373319806621,0.575867049976059,0.509004549091043,0.589064432274602,0.574204176156293,0.483751956682702,0.543893985903485,0.640606674894141,0.565114677516696,0.523240774104334,0.472764845038537,0.492223811721819,0.465454460247401,0.358261262144456,0.536214542895618,0.223030431796786,0.370419912107899,0.455514466583675,0.535580326835495,0.605147470059762,0.514112257250816,0.618481224787919,0.401854758089889,0.646038992133661
"EMPL_BEL",0.542384651144347,0.433936299227709,0.314902750025383,0.396674240151551,0.455111713575511,0.333674291755711,0.505031112852962,0.416777818648599,0.49204790981241,0.479103319942399,0.704153656984992,1,0.514392326292822,0.36739240238994,0.518706207117529,0.730405948836552,0.317449294249231,0.379099511571287,0.489673239345375,0.42339860431405,0.427769706314647,0.437792627968745,0.496083241406394,0.300612115354713,0.553646942772309,0.423990622692308,0.36463231671127,0.477171873488146,0.383728878918174,0.493455486656845,0.347768779759847,0.309113278300871,0.4933390885193,0.13436080565901,0.360135770616686,0.280558123909344,0.432570959484229,0.514113802144622,0.258560198470375,0.505235362555357,0.197084866627177,0.428640870515846
"DEC_IMP",0.635206738120453,0.60996416042276,0.383062013543374,0.713231945136026,0.668591176361536,0.517984296996997,0.626374610535067,0.676247448800783,0.495662300110819,0.658087949016031,0.672651192611493,0.514392326292822,1,0.616731365064922,0.676585086791279,0.516876193912788,0.474087037858534,0.499260974666697,0.397717052343083,0.464335985380786,0.443536980495903,0.569262676350759,0.498704122151095,0.250669068731668,0.366743607346225,0.430995991059188,0.483110789393717,0.41077281952284,0.622942515056229,0.620445659728388,0.616366034076486,0.524432395831014,0.429513872144269,0.205834093574261,0.386128491556777,0.49812171552549,0.569727767120697,0.624808665935188,0.448298209774891,0.471331579430051,0.450231626813214,0.560260630956002
"LD_SUP",0.663221751750444,0.746658763576993,0.567630500937709,0.594502149233425,0.537779740863212,0.49268839107999,0.572657286117951,0.503774922315157,0.500866586096229,0.578117227299174,0.660194015886273,0.36739240238994,0.616731365064922,1,0.741010539526972,0.475199735901941,0.464366618905238,0.700784020685875,0.495952484442652,0.547015984087008,0.420855069952037,0.720554031845777,0.512726621419047,0.411388472484753,0.402245622749284,0.451931099625898,0.43646384746026,0.362030262554934,0.433168171088657,0.561186363558927,0.500394784203462,0.44016852292323,0.39457792071905,0.224760516976449,0.284991222769452,0.219521632758792,0.344404287590234,0.41651049996759,0.367096985431542,0.46524581961241,0.43821357940434,0.581547242425831
"ORG_CUL",0.597749382083563,0.69469325569147,0.551551959219315,0.658408940404257,0.552710773167544,0.477833596748568,0.643326039538291,0.491774269582111,0.636668315413806,0.666605523170565,0.673930471270634,0.518706207117529,0.676585086791279,0.741010539526972,1,0.668368492303945,0.446222646735692,0.606070937195097,0.515146435287531,0.568608230824247,0.465047595287642,0.650744093083991,0.628804130010836,0.37090299862023,0.480414190482404,0.44894799972864,0.442564520366648,0.439560153163221,0.564648735677459,0.693994453637635,0.574432083004729,0.547258496571837,0.372918703350202,0.190336785537749,0.482973836253204,0.366490135523644,0.588999167205047,0.614631928091115,0.419434333660421,0.528651010696112,0.493733532458252,0.627322094035826
"EMP_ATT",0.545058882444536,0.558398312696277,0.436325310324415,0.526834793185197,0.496879555708027,0.343723886036816,0.568790324063533,0.439025125126533,0.530104916098656,0.410455331180564,0.686253115113261,0.730405948836552,0.516876193912788,0.475199735901941,0.668368492303945,1,0.327312029259525,0.484607073798989,0.590868233269168,0.46833739326346,0.46972336934042,0.49830393849641,0.561483116192982,0.390952397039997,0.62516385689785,0.369739321938364,0.363733878775824,0.4658834648362,0.402726542468507,0.445786661851608,0.369991335425859,0.409748922005995,0.446173809192534,0.030718432137988,0.44115808080276,0.39704600589703,0.502358591687566,0.540570463713719,0.35185267036843,0.517270811358946,0.323503663966402,0.490773387796188
"RES_AVL",0.424573367124097,0.308849004834524,0.421669583936326,0.4436996733451,0.44144794595866,0.480877799568565,0.44293102285878,0.330394949435157,0.419295645486588,0.369552780867772,0.373013847312827,0.317449294249231,0.474087037858534,0.464366618905238,0.446222646735692,0.327312029259525,1,0.574172768810612,0.360954125328158,0.460663744068726,0.237198341457689,0.384050258856284,0.405476569050936,0.299950113590011,0.325032311624973,0.402441658403074,0.390482694004094,0.571356512604277,0.585529757210659,0.479388245800682,0.455187023009722,0.56105856418634,0.270632165888295,0.115450493239734,0.223357405849898,0.246911425499105,0.536265445038495,0.358677885590128,0.346373994666308,0.393012127727521,0.498142276815263,0.398270402468244
"LD_INV",0.583592582807911,0.584270584903512,0.63178214622585,0.551028865120241,0.465784859942838,0.46438623199512,0.429664609419927,0.5043625057571,0.606653427681798,0.449267432101332,0.58491338350899,0.379099511571287,0.499260974666697,0.700784020685875,0.606070937195097,0.484607073798989,0.574172768810612,1,0.670848217480891,0.654834423582991,0.342322514808116,0.754892268592081,0.609854179214672,0.474136076124684,0.454429584037848,0.461131728773115,0.474008181305886,0.464263520946425,0.468528812128743,0.461312495956093,0.465061068448101,0.42370467382915,0.456211041062369,0.286563233851817,0.234941636084838,0.209082773839258,0.390319321896798,0.352612159276485,0.374582796237973,0.405237937386863,0.514496317507479,0.563278865188931
"PRJ_SEL",0.578473671591721,0.533040624039203,0.595386525596448,0.519609375780765,0.476865728672582,0.450831360495296,0.569073061447873,0.506871528758681,0.715018291807742,0.411637930964762,0.570373319806621,0.489673239345375,0.397717052343083,0.495952484442652,0.515146435287531,0.590868233269168,0.360954125328158,0.670848217480891,1,0.732991363321464,0.496287847093698,0.592585247051456,0.697490698965392,0.567563175920236,0.46403736249991,0.467457229849223,0.299842586485485,0.413223296673381,0.340247315824288,0.369628626654783,0.328495868050821,0.434214609871,0.316185749897607,0.326831010326321,0.275038737614961,0.232655560037721,0.424684842550278,0.415548824010589,0.30662614361621,0.457788097810599,0.383870747929953,0.415800241445961
"DEF_MEA",0.554980695020767,0.535674788573472,0.574431508456807,0.573789572817832,0.426000561811627,0.426803704006816,0.515248789009436,0.552927808554341,0.598784495150572,0.543241169099128,0.575867049976059,0.42339860431405,0.464335985380786,0.547015984087008,0.568608230824247,0.46833739326346,0.460663744068726,0.654834423582991,0.732991363321464,1,0.514053472749764,0.595830005602066,0.723071545122727,0.710483566666666,0.36744321090924,0.545998709418747,0.431506807267442,0.48944332706581,0.502700404516626,0.39734202783648,0.491737453302849,0.470103724041852,0.368856200490393,0.274366904428379,0.203638195901992,0.282860063459158,0.507578960578786,0.52647726613835,0.479203928782444,0.48417831877326,0.49937176928308,0.470964677173642
"RES_CHG",0.45194234022897,0.424022884287978,0.276864612338553,0.475761163025369,0.408018003690381,0.364667896966384,0.46629326234379,0.413052907729676,0.392736303653997,0.439908054156691,0.509004549091043,0.427769706314647,0.443536980495903,0.420855069952037,0.465047595287642,0.46972336934042,0.237198341457689,0.342322514808116,0.496287847093698,0.514053472749764,1,0.378812712012412,0.438303167229479,0.349661378295763,0.310634544865433,0.357974267398536,0.364208712293232,0.25651426018543,0.325079738500003,0.374046854336951,0.324846780638504,0.345488574733872,0.232735909385336,0.129195057587139,0.201835065686472,0.337052248204453,0.481412389580869,0.404392051443191,0.288987777370122,0.342568844997689,0.433280544379571,0.454773881646051
"LD_STL",0.626293756369225,0.690423512603221,0.626521658467134,0.608541205258913,0.559651706669601,0.400567672704767,0.553871202610469,0.503397394354651,0.584960778960201,0.463247287535923,0.589064432274602,0.437792627968745,0.569262676350759,0.720554031845777,0.650744093083991,0.49830393849641,0.384050258856284,0.754892268592081,0.592585247051456,0.595830005602066,0.378812712012412,1,0.694714492448215,0.341670741414236,0.528198616143807,0.524245247480715,0.535453986555203,0.526861159609575,0.485360793101125,0.557036910155724,0.522378257141704,0.46826269332467,0.508444801541605,0.386099095729338,0.387301133573402,0.227601989512503,0.380780452888978,0.518381026484657,0.541638509420641,0.581696408496365,0.52050856345785,0.749954562817482
"ORG_CHR",0.494046753395374,0.556295028906251,0.652027805494953,0.593258638051741,0.559917889795222,0.444759829500084,0.568382597582974,0.499766390112592,0.696379934520161,0.504085260448113,0.574204176156293,0.496083241406394,0.498704122151095,0.512726621419047,0.628804130010836,0.561483116192982,0.405476569050936,0.609854179214672,0.697490698965392,0.723071545122727,0.438303167229479,0.694714492448215,1,0.510981437516229,0.547071151500432,0.501119132334165,0.45168772532682,0.491573461697223,0.472364624928685,0.47342823262886,0.42252963719436,0.562602927323666,0.476808204353912,0.335780034929045,0.441481222405625,0.297614613016371,0.482839052256223,0.54730212348013,0.506534618873469,0.523034570204324,0.380440408459232,0.622502455528077
"DAT_QLT",0.471316325914524,0.397159340233129,0.454828497338433,0.430386655051525,0.361119714795794,0.223802942100132,0.24937389730415,0.487541801033121,0.503939326206645,0.485672243064488,0.483751956682702,0.300612115354713,0.250669068731668,0.411388472484753,0.37090299862023,0.390952397039997,0.299950113590011,0.474136076124684,0.567563175920236,0.710483566666666,0.349661378295763,0.341670741414236,0.510981437516229,1,0.257559400826878,0.472894060287036,0.340658602580909,0.350364681354236,0.297696570596799,0.0827735794614371,0.190730487511445,0.250931096239075,0.331733467101704,0.206984611063419,0.0552057175245724,0.162847715096898,0.276447016294981,0.223699437471797,0.436919600301267,0.380046378763821,0.29699549100063,0.243078276076939
"EMP_ENG",0.417694336540639,0.396475265056173,0.595774877099861,0.486007983583362,0.518501072765592,0.276624854053167,0.42334690962549,0.357289471142735,0.565303958459816,0.42015492361565,0.543893985903485,0.553646942772309,0.366743607346225,0.402245622749284,0.480414190482404,0.62516385689785,0.325032311624973,0.454429584037848,0.46403736249991,0.36744321090924,0.310634544865433,0.528198616143807,0.547071151500432,0.257559400826878,1,0.576921538472378,0.572929458332498,0.550692846785633,0.407642287300954,0.392573329494611,0.262054401765924,0.356630957930586,0.539401963937843,0.199141835238682,0.277795498431078,0.255866019381397,0.26948910295964,0.373827899767758,0.321798266189002,0.631044349183409,0.26419493296588,0.536029060571615
"TOOL_AP",0.479828807869029,0.490233422713866,0.455073991652779,0.548553718263433,0.533399559619087,0.217761907118741,0.380863404779537,0.43525006736153,0.491588175320701,0.579227670656061,0.640606674894141,0.423990622692308,0.430995991059188,0.451931099625898,0.44894799972864,0.369739321938364,0.402441658403074,0.461131728773115,0.467457229849223,0.545998709418747,0.357974267398536,0.524245247480715,0.501119132334165,0.472894060287036,0.576921538472378,1,0.783586855990966,0.668857694508768,0.511846696811376,0.316091150879847,0.445224281342809,0.429444484784061,0.514685668768343,0.427192851384781,0.035149235479208,0.21520687656432,0.399071298431361,0.502040393637885,0.569449160350477,0.562668179751898,0.43242851619827,0.615272945508466
"CONTX_CUS",0.557028911203542,0.473667724216638,0.452699962073116,0.656480339195524,0.582115624765788,0.283844663328709,0.39719334218981,0.482938018270376,0.463941651689345,0.588287035218758,0.565114677516696,0.36463231671127,0.483110789393717,0.43646384746026,0.442564520366648,0.363733878775824,0.390482694004094,0.474008181305886,0.299842586485485,0.431506807267442,0.364208712293232,0.535453986555203,0.45168772532682,0.340658602580909,0.572929458332498,0.783586855990966,1,0.646957797347012,0.604857456027848,0.383012761278566,0.479552632566111,0.448316929664313,0.458788718494579,0.365811035199432,0.0550999526428044,0.204131052099872,0.374596533296334,0.346964811343508,0.513472459343079,0.48775051354273,0.470819755419324,0.670205659522062
"EFT_REQ",0.490637273208606,0.384353449852387,0.499288728135212,0.524116973080675,0.512012811714693,0.333803911675477,0.450751816175546,0.417062982063516,0.531928765886345,0.429964018540043,0.523240774104334,0.477171873488146,0.41077281952284,0.362030262554934,0.439560153163221,0.4658834648362,0.571356512604277,0.464263520946425,0.413223296673381,0.48944332706581,0.25651426018543,0.526861159609575,0.491573461697223,0.350364681354236,0.550692846785633,0.668857694508768,0.646957797347012,1,0.730909722553237,0.430243423411663,0.337692268245802,0.385203631932071,0.41063967919524,0.291525279454138,0.192088021129689,0.186236668484894,0.312933206002406,0.509821011101723,0.524224890736775,0.579167598507488,0.487012491768409,0.565358756350801
"SCOPE",0.45641533612216,0.425787581621194,0.503638923003819,0.619909590959943,0.550211231329495,0.495701728789271,0.46524135428446,0.508814324946271,0.454088636077605,0.542995439840348,0.472764845038537,0.383728878918174,0.622942515056229,0.433168171088657,0.564648735677459,0.402726542468507,0.585529757210659,0.468528812128743,0.340247315824288,0.502700404516626,0.325079738500003,0.485360793101125,0.472364624928685,0.297696570596799,0.407642287300954,0.511846696811376,0.604857456027848,0.730909722553237,1,0.564120840086489,0.500019502743306,0.543148563381018,0.385418754247493,0.29605886674744,0.326620560849036,0.397153128249681,0.436890809675138,0.579026077859133,0.544982014117175,0.52199138336506,0.477319956606439,0.566924777610603
"INSTIT",0.432250725835641,0.613293688691141,0.38221414581158,0.508408866184888,0.471720387941402,0.603395791234545,0.75002316884497,0.357951775528058,0.473538987724482,0.466294684705855,0.492223811721819,0.493455486656845,0.620445659728388,0.561186363558927,0.693994453637635,0.445786661851608,0.479388245800682,0.461312495956093,0.369628626654783,0.39734202783648,0.374046854336951,0.557036910155724,0.47342823262886,0.0827735794614371,0.392573329494611,0.316091150879847,0.383012761278566,0.430243423411663,0.564120840086489,1,0.650261993926293,0.594878939722699,0.276499287117472,0.100383724725336,0.493098408333323,0.350671195030986,0.580978703980591,0.559093940963334,0.289229900004463,0.506919911564573,0.36656893945695,0.492217771348746
"TRA_EDUC",0.454524152012099,0.541001927761275,0.316574819698912,0.490028365036691,0.480653270275394,0.377008852929689,0.544783489195555,0.295201181191816,0.33597911853343,0.503436706114798,0.465454460247401,0.347768779759847,0.616366034076486,0.500394784203462,0.574432083004729,0.369991335425859,0.455187023009722,0.465061068448101,0.328495868050821,0.491737453302849,0.324846780638504,0.522378257141704,0.42252963719436,0.190730487511445,0.262054401765924,0.445224281342809,0.479552632566111,0.337692268245802,0.500019502743306,0.650261993926293,1,0.675520300035303,0.446377433553376,0.196426921499502,0.205631126091595,0.456123249056774,0.65488063440686,0.587419441150063,0.423407214611873,0.382549339172287,0.423392368012678,0.450193304493286
"WKF_SKL",0.466608570382225,0.534879518658723,0.471655018213314,0.492459715925153,0.46628729466247,0.579074761458933,0.670097590840368,0.347208904725043,0.500896669391958,0.412646274108611,0.358261262144456,0.309113278300871,0.524432395831014,0.44016852292323,0.547258496571837,0.409748922005995,0.56105856418634,0.42370467382915,0.434214609871,0.470103724041852,0.345488574733872,0.46826269332467,0.562602927323666,0.250931096239075,0.356630957930586,0.429444484784061,0.448316929664313,0.385203631932071,0.543148563381018,0.594878939722699,0.675520300035303,1,0.356549432060061,0.279003842727447,0.232899079273196,0.337433258332153,0.531626150510249,0.453034418331395,0.368078381772797,0.425094835387429,0.480830924052527,0.504468288717177
"EXP_CON",0.407243165430898,0.459596981047596,0.419299240140206,0.362019385471076,0.379117051897849,0.173263714252966,0.329659804627501,0.324269133685528,0.320180023351873,0.428107768539164,0.536214542895618,0.4933390885193,0.429513872144269,0.39457792071905,0.372918703350202,0.446173809192534,0.270632165888295,0.456211041062369,0.316185749897607,0.368856200490393,0.232735909385336,0.508444801541605,0.476808204353912,0.331733467101704,0.539401963937843,0.514685668768343,0.458788718494579,0.41063967919524,0.385418754247493,0.276499287117472,0.446377433553376,0.356549432060061,1,0.262205734664409,0.17456152824991,0.387695132800715,0.261573151525046,0.409197841362555,0.470439973977398,0.515329788623647,0.148518501903653,0.527236414353036
"EXT_CON",0.238289893392176,0.202906714904798,0.26391421066472,0.210430837233034,0.211072349110434,0.120222409368878,0.167468222501275,0.279826324319629,0.260122512302313,0.224163147931229,0.223030431796786,0.13436080565901,0.205834093574261,0.224760516976449,0.190336785537749,0.030718432137988,0.115450493239734,0.286563233851817,0.326831010326321,0.274366904428379,0.129195057587139,0.386099095729338,0.335780034929045,0.206984611063419,0.199141835238682,0.427192851384781,0.365811035199432,0.291525279454138,0.29605886674744,0.100383724725336,0.196426921499502,0.279003842727447,0.262205734664409,1,-0.0301301217461111,-0.0474791286306544,0.0755027493581668,0.167070556616286,0.33343524959801,0.299011929003358,0.274068151002953,0.373618936172705
"UND_CNG",0.190447579828118,0.2694889626132,0.363783915458349,0.333811049894413,0.324524004249672,0.304875358258897,0.299802829442339,0.172914566678584,0.30150213261827,0.267515715525794,0.370419912107899,0.360135770616686,0.386128491556777,0.284991222769452,0.482973836253204,0.44115808080276,0.223357405849898,0.234941636084838,0.275038737614961,0.203638195901992,0.201835065686472,0.387301133573402,0.441481222405625,0.0552057175245724,0.277795498431078,0.035149235479208,0.0550999526428044,0.192088021129689,0.326620560849036,0.493098408333323,0.205631126091595,0.232899079273196,0.17456152824991,-0.0301301217461111,1,0.400579678439138,0.358787528033553,0.524436190978342,0.408721852183363,0.467559178684876,0.108731200257492,0.364612485488348
"COM_KNW",0.209236404943263,0.270715480583325,0.191734499511299,0.360096503671519,0.276528173976072,0.286195464607799,0.292368761548967,0.193399289616633,0.18786353706773,0.390368610670899,0.455514466583675,0.280558123909344,0.49812171552549,0.219521632758792,0.366490135523644,0.39704600589703,0.246911425499105,0.209082773839258,0.232655560037721,0.282860063459158,0.337052248204453,0.227601989512503,0.297614613016371,0.162847715096898,0.255866019381397,0.21520687656432,0.204131052099872,0.186236668484894,0.397153128249681,0.350671195030986,0.456123249056774,0.337433258332153,0.387695132800715,-0.0474791286306544,0.400579678439138,1,0.429656613063156,0.549795429444308,0.268776351945842,0.39745067876248,0.259732257278437,0.35228658235197
"PAT_RES",0.387999887052224,0.427816776854276,0.235314891973835,0.594232710674173,0.442592391754342,0.279812992928081,0.542621117152348,0.364541994690658,0.357005958242067,0.478175115740781,0.535580326835495,0.432570959484229,0.569727767120697,0.344404287590234,0.588999167205047,0.502358591687566,0.536265445038495,0.390319321896798,0.424684842550278,0.507578960578786,0.481412389580869,0.380780452888978,0.482839052256223,0.276447016294981,0.26948910295964,0.399071298431361,0.374596533296334,0.312933206002406,0.436890809675138,0.580978703980591,0.65488063440686,0.531626150510249,0.261573151525046,0.0755027493581668,0.358787528033553,0.429656613063156,1,0.671755542659384,0.37697119804309,0.374064854045886,0.361683688160644,0.409251077721948
"GOAL_CL",0.366923238873515,0.495705007634108,0.335186674556972,0.538683336323203,0.470158339397841,0.343390803088475,0.507894414890207,0.398629725763667,0.402593913667054,0.527523225616337,0.605147470059762,0.514113802144622,0.624808665935188,0.41651049996759,0.614631928091115,0.540570463713719,0.358677885590128,0.352612159276485,0.415548824010589,0.52647726613835,0.404392051443191,0.518381026484657,0.54730212348013,0.223699437471797,0.373827899767758,0.502040393637885,0.346964811343508,0.509821011101723,0.579026077859133,0.559093940963334,0.587419441150063,0.453034418331395,0.409197841362555,0.167070556616286,0.524436190978342,0.549795429444308,0.671755542659384,1,0.525997230277969,0.595195373903528,0.384863773058893,0.529163372810217
"CUS_IDEF",0.374541063171605,0.464586490026711,0.449397403893826,0.56238637417755,0.497229915964664,0.142875592143693,0.295811728882883,0.450070793039429,0.398996581723797,0.460104940909765,0.514112257250816,0.258560198470375,0.448298209774891,0.367096985431542,0.419434333660421,0.35185267036843,0.346373994666308,0.374582796237973,0.30662614361621,0.479203928782444,0.288987777370122,0.541638509420641,0.506534618873469,0.436919600301267,0.321798266189002,0.569449160350477,0.513472459343079,0.524224890736775,0.544982014117175,0.289229900004463,0.423407214611873,0.368078381772797,0.470439973977398,0.33343524959801,0.408721852183363,0.268776351945842,0.37697119804309,0.525997230277969,1,0.534409838101334,0.402619137668567,0.593275727476677
